dpi	gene	isolate_cultivar	gene2	1dpi	3dpi	7dpi	11dpi	Cluster
7dpi	TraesCS5A02G030900	F22_SA						NA:F22_SA
7dpi	TraesCS5A02G365400	F22_SA						NA:F22_SA
7dpi	TraesCS5A02G428200	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G007100	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G056400LC	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G102000	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G232400	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G530800	F22_SA						NA:F22_SA
7dpi	TraesCS5B02G535400	F22_SA						NA:F22_SA
7dpi	TraesCS5D02G051500LC	F22_SA						NA:F22_SA
7dpi	TraesCS5D02G338200	F22_SA						NA:F22_SA
7dpi	TraesCS5D02G356300LC	F22_SA						NA:F22_SA
7dpi	TraesCS6A02G013600	F22_SA						NA:F22_SA
7dpi	TraesCS6A02G015500	F22_SA						NA:F22_SA
7dpi	TraesCS6B02G022400	F22_SA						NA:F22_SA
7dpi	TraesCS6B02G063400	F22_SA						NA:F22_SA
7dpi	TraesCS6B02G113200	F22_SA						NA:F22_SA
7dpi	TraesCS6B02G278200	F22_SA						NA:F22_SA
7dpi	TraesCS6B02G468600	F22_SA						NA:F22_SA
7dpi	TraesCS6D02G229600	F22_SA						NA:F22_SA
7dpi	TraesCS6D02G460600LC	F22_SA						NA:F22_SA
7dpi	TraesCS7A02G126700	F22_SA						NA:F22_SA
7dpi	TraesCS7A02G568800	F22_SA						NA:F22_SA
7dpi	TraesCS7A02G587800LC	F22_SA						NA:F22_SA
7dpi	TraesCS7B02G026100	F22_SA						NA:F22_SA
7dpi	TraesCS7B02G387900LC	F22_SA						NA:F22_SA
7dpi	TraesCS7B02G475800	F22_SA						NA:F22_SA
7dpi	TraesCS7B02G554900LC	F22_SA						NA:F22_SA
7dpi	TraesCS7D02G032700	F22_SA						NA:F22_SA
7dpi	TraesCS7D02G124600	F22_SA						NA:F22_SA
7dpi	TraesCS7D02G226700LC	F22_SA						NA:F22_SA
7dpi	TraesCS7D02G375100	F22_SA						NA:F22_SA
7dpi	TraesCSU02G039800	F22_SA						NA:F22_SA
7dpi	TraesCSU02G115400	F22_SA						NA:F22_SA
7dpi	TraesCS1A02G030400	F22_SA	TraesCS1A02G030400	-1.473463801	-0.137443124	1.311666488	0.299240437	C11:F22_SA
7dpi	TraesCS1A02G132000	F22_SA	TraesCS1A02G132000	-1.59475032	0.898402837	0.799390901	-0.103043417	C0:F22_SA
7dpi	TraesCS1A02G200400	F22_SA	TraesCS1A02G200400LC	0.565575288	0.83955962	0.294443625	-1.699578533	NA:F22_SA
7dpi	TraesCS1A02G277100	F22_SA	TraesCS1A02G277100	-0.521398712	0.293569702	1.458534746	-1.230705736	C13:F22_SA
7dpi	TraesCS1A02G326100	F22_SA	TraesCS1A02G326100	-1.47669801	1.160760213	0.617365444	-0.301427647	C1:F22_SA
1dpi	TraesCS1A02G594300LC	F22_SA	TraesCS1A02G594300LC	-1.500851929	1.265740799	0.360151004	-0.125039874	C0:F22_SA
7dpi	TraesCS1B02G308500	F22_SA	TraesCS1B02G308500	-1.725167078	0.433398619	0.674443938	0.617324521	C0:F22_SA
7dpi	TraesCS1B02G310300	F22_SA	TraesCS1B02G310300	-1.401867568	1.390298408	0.231362434	-0.219793274	C1:F22_SA
7dpi	TraesCS1B02G367300	F22_SA	TraesCS1B02G367300LC	1.704206717	-0.433704959	-0.411094554	-0.859407203	NA:F22_SA
7dpi	TraesCS1B02G367500	F22_SA	TraesCS1B02G367500	0.936016318	1.021353522	-0.691402752	-1.265967088	C5:F22_SA
7dpi	TraesCS1B02G367800	F22_SA	TraesCS1B02G367800	-0.666744081	1.535858268	0.205330387	-1.074444574	C2:F22_SA
1dpi	TraesCS1B02G563000LC	F22_SA	TraesCS1B02G563000LC	-1.729028969	0.554285437	0.506084325	0.668659207	C0:F22_SA
7dpi	TraesCS1B02G563000LC	F22_SA	TraesCS1B02G563000LC	-1.729028969	0.554285437	0.506084325	0.668659207	C0:F22_SA
7dpi	TraesCS1B02G572400LC	F22_SA	TraesCS1B02G572400LC	-1.472513414	1.32712062	0.245736238	-0.100343445	C1:F22_SA
7dpi	TraesCS1B02G783000LC	F22_SA	TraesCS1B02G783000LC	1.423188585	-0.160579505	0.127529312	-1.390138392	C4:F22_SA
1dpi	TraesCS1D02G130200	F22_SA	TraesCS1D02G130200	1.720488451	-0.757299684	-0.51730417	-0.445884598	C6:F22_SA
7dpi	TraesCS1D02G200000	F22_SA	TraesCS1D02G200000	-1.538367664	1.025367084	0.731085623	-0.218085043	C0:F22_SA
7dpi	TraesCS1D02G312800	F22_SA	TraesCS1D02G312800	-1.623636721	0.17424553	1.100910215	0.348480976	C0:F22_SA
7dpi	TraesCS1D02G319200	F22_SA	TraesCS1D02G319200	-1.502358028	1.292882618	0.261955572	-0.052480163	C0:F22_SA
3dpi	TraesCS2A02G009300	F22_SA	TraesCS2A02G009300	-0.925047131	1.688940803	-0.381946836	-0.381946836	C14:F22_SA
7dpi	TraesCS2A02G009300	F22_SA	TraesCS2A02G009300	-0.925047131	1.688940803	-0.381946836	-0.381946836	C14:F22_SA
1dpi	TraesCS2A02G029600	F22_SA	TraesCS2A02G029600	1.64941013	-0.663033179	-0.913523747	-0.072853205	C6:F22_SA
3dpi	TraesCS2A02G031600	F22_SA	TraesCS2A02G031600	-1.37840985	1.38787982	0.289994594	-0.299464564	C1:F22_SA
7dpi	TraesCS2A02G031600	F22_SA	TraesCS2A02G031600	-1.37840985	1.38787982	0.289994594	-0.299464564	C1:F22_SA
7dpi	TraesCS2A02G094500	F22_SA	TraesCS2A02G094500	1.695773756	-0.307763063	-0.511870201	-0.876140492	C6:F22_SA
7dpi	TraesCS2A02G144800	F22_SA	TraesCS2A02G144800	1.675793674	-0.820470911	-0.704025754	-0.151297009	C6:F22_SA
3dpi	TraesCS2A02G199300	F22_SA	TraesCS2A02G199300	-1.672078375	0.257032555	0.445883046	0.969162774	C0:F22_SA
7dpi	TraesCS2A02G199300	F22_SA	TraesCS2A02G199300	-1.672078375	0.257032555	0.445883046	0.969162774	C0:F22_SA
7dpi	TraesCS2A02G324500	F22_SA	TraesCS2A02G324500	-1.687576934	0.816130316	0.666272431	0.205174187	C0:F22_SA
1dpi	TraesCS2A02G466700	F22_SA	TraesCS2A02G466700	-1.715419862	0.605652239	0.748181473	0.361586151	C0:F22_SA
1dpi	TraesCS2A02G467100	F22_SA	TraesCS2A02G467100	1.721223691	-0.734775237	-0.567231255	-0.419217198	C6:F22_SA
7dpi	TraesCS2A02G467900	F22_SA	TraesCS2A02G467900	-1.574239431	0.999822538	0.709788452	-0.135371558	C0:F22_SA
7dpi	TraesCS2A02G469100	F22_SA	TraesCS2A02G469100	1.647095815	-0.873910374	-0.721591357	-0.051594083	C6:F22_SA
1dpi	TraesCS2A02G510300	F22_SA	TraesCS2A02G510300	-1.705908462	0.449272876	0.406435275	0.850200311	C0:F22_SA
7dpi	TraesCS2A02G522600	F22_SA	TraesCS2A02G522600	-1.486451554	1.32571848	0.180403352	-0.019670279	C1:F22_SA
7dpi	TraesCS2A02G563100	F22_SA	TraesCS2A02G563100	-0.603040938	1.546640487	0.160282015	-1.103881564	C2:F22_SA
1dpi	TraesCS2A02G632600LC	F22_SA	TraesCS2A02G632600LC	0.678216698	1.0988059	-0.274612674	-1.502409925	C3:F22_SA
3dpi	TraesCS2A02G632600LC	F22_SA	TraesCS2A02G632600LC	0.678216698	1.0988059	-0.274612674	-1.502409925	C3:F22_SA
1dpi	TraesCS2A02G667200LC	F22_SA	TraesCS2A02G667200LC	1.425346093	-0.129686998	0.097892771	-1.393551866	C4:F22_SA
1dpi	TraesCS2A02G705600LC	F22_SA	TraesCS2A02G705600LC	-1.379636424	1.044368787	0.856725605	-0.521457968	C1:F22_SA
7dpi	TraesCS2B02G011400	F22_SA	TraesCS2B02G011400	-1.705830036	0.731307341	0.286654494	0.687868201	C0:F22_SA
1dpi	TraesCS2B02G045800LC	F22_SA	TraesCS2B02G045800LC	-1.238596255	0.02747164	-0.324951854	1.536076469	C10:F22_SA
1dpi	TraesCS2B02G058500	F22_SA	TraesCS2B02G058500	1.504122797	-1.13749621	-0.617196606	0.250570019	C6:F22_SA
7dpi	TraesCS2B02G067100	F22_SA	TraesCS2B02G067100	-1.57788245	0.848165486	0.877039533	-0.14732257	C0:F22_SA
3dpi	TraesCS2B02G456100	F22_SA	TraesCS2B02G456100	1.683661539	-0.615098286	-0.205629675	-0.862933578	C6:F22_SA
1dpi	TraesCS2D02G009100	F22_SA	TraesCS2D02G009100	0.765934967	0.640122075	0.300736679	-1.706793721	C3:F22_SA
3dpi	TraesCS2D02G009100	F22_SA	TraesCS2D02G009100	0.765934967	0.640122075	0.300736679	-1.706793721	C3:F22_SA
7dpi	TraesCS2D02G009100	F22_SA	TraesCS2D02G009100	0.765934967	0.640122075	0.300736679	-1.706793721	C3:F22_SA
3dpi	TraesCS2D02G010200	F22_SA	TraesCS2D02G010200	-1.348844135	1.426959322	0.226795374	-0.304910561	C1:F22_SA
7dpi	TraesCS2D02G010200	F22_SA	TraesCS2D02G010200	-1.348844135	1.426959322	0.226795374	-0.304910561	C1:F22_SA
1dpi	TraesCS2D02G029000	F22_SA	TraesCS2D02G029000	1.118374643	-1.126996431	-0.855654231	0.86427602	C8:F22_SA
7dpi	TraesCS2D02G032900	F22_SA	TraesCS2D02G032900	0.675139934	0.521093968	0.532626028	-1.728859931	C3:F22_SA
1dpi	TraesCS2D02G042200	F22_SA	TraesCS2D02G042200	-1.639800537	1.06654707	0.354530256	0.218723211	C0:F22_SA
7dpi	TraesCS2D02G079600	F22_SA	TraesCS2D02G079600	-1.716805157	0.494623868	0.78582434	0.436356949	C0:F22_SA
7dpi	TraesCS2D02G139100	F22_SA	TraesCS2D02G139100	-1.590475585	1.01990668	0.650936842	-0.080367937	C0:F22_SA
7dpi	TraesCS2D02G525700	F22_SA	TraesCS2D02G525700	-1.713113325	0.77440632	0.357657109	0.581049895	C0:F22_SA
7dpi	TraesCS2D02G571400	F22_SA	TraesCS2D02G571400	-0.695657318	1.337698749	0.550906562	-1.192947993	C2:F22_SA
1dpi	TraesCS2D02G735900LC	F22_SA	TraesCS2D02G735900LC	-1.347059553	-0.303562461	0.220743444	1.42987857	C10:F22_SA
1dpi	TraesCS3A02G001100LC	F22_SA	TraesCS3A02G001100LC	1.716455606	-0.370666119	-0.59936886	-0.746420626	C6:F22_SA
7dpi	TraesCS3A02G001500	F22_SA	TraesCS3A02G001500	-1.730962367	0.530815387	0.569841703	0.630305277	C0:F22_SA
7dpi	TraesCS3A02G021900	F22_SA	TraesCS3A02G021900	0.481222866	0.718967481	-1.725102258	0.524911911	C15:F22_SA
7dpi	TraesCS3A02G204000	F22_SA	TraesCS3A02G204000	-1.511554022	1.126115144	0.624452895	-0.239014017	C0:F22_SA
7dpi	TraesCS3A02G386400	F22_SA	TraesCS3A02G386400	-1.45857745	1.17838043	0.61164713	-0.331450109	C1:F22_SA
