gene	comparison		gene	baseMean	log2FoldChange	stat	pvalue	padj						
TraesCS5B02G428400	comparisonSAvOA	3006	TraesCS5B02G428400	108.949079	-1.449918427	-3.84985656	0.000118187	0.001855435						
TraesCS5B02G428400	comparisonSAvSO													
TraesCS5B02G428400	comparisonSOvOA	1582	TraesCS5B02G428400	55.83667528	-1.516834396	-3.067252886	0.00216036	0.034476144						
TraesCS5B02G492500	comparisonCON	9011	TraesCS5B02G492500	8872.327	1.447202	5.743606	9.27E-09	3.26E-07						
TraesCS5B02G492500	comparisonSAvOA	3034	TraesCS5B02G492500	9334.199503	-1.190415522	-5.700106446	1.20E-08	6.98E-07						
TraesCS5B02G492500	comparisonSAvSO													
TraesCS5B02G492500	comparisonSOvOA	1600	TraesCS5B02G492500	5029.273115	-0.641675975	-7.133319523	9.80E-13	1.28E-10						
TraesCS5D02G233800	comparisonCON	9437	TraesCS5D02G233800	56.74833	2.406445	5.430245	5.63E-08	1.62E-06						
TraesCS5D02G233800	comparisonSAvOA	3171	TraesCS5D02G233800	59.02850552	-2.059370374	-5.250698136	1.52E-07	6.29E-06						
TraesCS5D02G233800	comparisonSAvSO													
TraesCS5D02G233800	comparisonSOvOA	1650	TraesCS5D02G233800	18.64645206	-2.536915096	-3.350461627	0.00080677	0.015416709						
TraesCS5D02G540800	comparisonCON	9835	TraesCS5D02G540800	218.6494	0.9951894	3.494012	0.000475821	0.004420826						
TraesCS5D02G540800	comparisonSAvOA	3313	TraesCS5D02G540800	224.2859366	-0.896310045	-3.998858291	6.36E-05	0.001104559						
TraesCS5D02G540800	comparisonSAvSO													
TraesCS5D02G540800	comparisonSOvOA	1699	TraesCS5D02G540800	179.1956845	-0.386517584	-2.931431431	0.003374038	0.049212519						
TraesCS5D02G546400	comparisonCON	9837	TraesCS5D02G546400	42.03518	1.392072	3.125097	0.001777466	0.01333622						
TraesCS5D02G546400	comparisonSAvOA	3314	TraesCS5D02G546400	39.95968003	-1.664018513	-4.13881688	3.49E-05	0.000662555						
TraesCS5D02G546400	comparisonSAvSO													
TraesCS5D02G546400	comparisonSOvOA	1700	TraesCS5D02G546400	45.78585388	-1.208269907	-3.691966851	0.000222526	0.005174465						
TraesCS5D02G565100	comparisonCON	9854	TraesCS5D02G565100	162.5557	1.689835	4.041236	5.32E-05	0.000681244						
TraesCS5D02G565100	comparisonSAvOA	3319	TraesCS5D02G565100	177.4302275	-1.243807019	-4.157581929	3.22E-05	0.000617732						
TraesCS5D02G565100	comparisonSAvSO													
TraesCS5D02G565100	comparisonSOvOA	1706	TraesCS5D02G565100	166.6721407	-0.132081272	-5.043765684	4.56E-07	2.25E-05						
TraesCS5D02G585300LC	comparisonCON	9864	TraesCS5D02G585300LC	2268.565	1.160645	5.2192	1.80E-07	4.58E-06						
TraesCS5D02G585300LC	comparisonSAvOA	3325	TraesCS5D02G585300LC	2480.600377	-0.776733712	-3.6940452	0.000220715	0.003098592						
TraesCS5D02G585300LC	comparisonSAvSO													
TraesCS5D02G585300LC	comparisonSOvOA	1710	TraesCS5D02G585300LC	1414.417172	-0.293313074	-4.154724246	3.26E-05	0.000997668						
TraesCS6A02G018000	comparisonCON	9881	TraesCS6A02G018000	517.8337	-1.944542	-4.921925	8.57E-07	1.85E-05						
TraesCS6A02G018000	comparisonSAvOA	3337	TraesCS6A02G018000	124.8681734	-1.985806919	-4.719190456	2.37E-06	6.66E-05						
TraesCS6A02G018000	comparisonSAvSO													
TraesCS6A02G018000	comparisonSOvOA	1738	TraesCS6A02G018000	334.6482364	-0.954254742	-4.031042143	5.55E-05	0.001560422						
TraesCS6A02G058500	comparisonCON	9902	TraesCS6A02G058500	169.3623	2.239624	6.37633	1.81E-10	9.26E-09						
TraesCS6A02G058500	comparisonSAvOA	3342	TraesCS6A02G058500	209.9308292	-1.015006994	-4.08060185	4.49E-05	0.0008215						
TraesCS6A02G058500	comparisonSAvSO													
TraesCS6A02G058500	comparisonSOvOA	1742	TraesCS6A02G058500	240.1454888	-0.299858083	-5.271918793	1.35E-07	7.39E-06						
TraesCS6A02G101800	comparisonCON	9940	TraesCS6A02G101800	1092.209	0.7995266	3.357932	0.000785278	0.006701684						
TraesCS6A02G101800	comparisonSAvOA	3354	TraesCS6A02G101800	1088.158105	-0.810351869	-3.67235075	0.00024033	0.003325058						
TraesCS6A02G101800	comparisonSAvSO													
TraesCS6A02G101800	comparisonSOvOA	1748	TraesCS6A02G101800	949.9650721	-0.097809931	-3.300724876	0.000964354	0.01793069						
TraesCS6A02G173700	comparisonCON	10019	TraesCS6A02G173700	214.4936	1.717254	4.877715	1.07E-06	2.26E-05						
TraesCS6A02G173700	comparisonSAvOA	3380	TraesCS6A02G173700	226.0304223	-1.397039102	-4.103560979	4.07E-05	0.000753078						
TraesCS6A02G173700	comparisonSAvSO													
TraesCS6A02G173700	comparisonSOvOA	1755	TraesCS6A02G173700	132.7102467	-0.836047977	-3.515223589	0.000439384	0.009255027						
TraesCS6A02G385000	comparisonCON	10280	TraesCS6A02G385000	135.6666	1.44214	3.489821	0.000483345	0.004476436						
TraesCS6A02G385000	comparisonSAvOA	3441	TraesCS6A02G385000	150.344966	-0.967297699	-2.887559916	0.003882427	0.030909585						
TraesCS6A02G385000	comparisonSAvSO													
TraesCS6A02G385000	comparisonSOvOA	1777	TraesCS6A02G385000	118.7573454	-1.252062414	-4.383769546	1.17E-05	0.000401637						
TraesCS6B02G007400	comparisonCON	10365	TraesCS6B02G007400	77.50197	-2.081548	-5.880761	4.08E-09	1.56E-07						
TraesCS6B02G007400	comparisonSAvOA	3476	TraesCS6B02G007400	14.98798314	-3.34513312	-4.790714356	1.66E-06	4.92E-05						
TraesCS6B02G007400	comparisonSAvSO													
TraesCS6B02G007400	comparisonSOvOA	1801	TraesCS6B02G007400	16.69241103	-3.279283164	-4.230476721	2.33E-05	0.000743199						
TraesCS6B02G058300	comparisonCON	10396	TraesCS6B02G058300	732.4792	1.887188	6.996239	2.63E-12	1.86E-10						
TraesCS6B02G058300	comparisonSAvOA	3487	TraesCS6B02G058300	680.3351262	-2.441503706	-8.744624986	2.24E-18	1.20E-15						
TraesCS6B02G058300	comparisonSAvSO	/Users/rbadgami/Desktop/data2/read_count_data/DESeq2_isolate/LFC/table_LFCisanumber/LFC_F22_7dpi_SAvSO_SUS_SOupreg.txt:1264	TraesCS6B02G058300	351.6893915	-1.97280882	-3.405815827	0.000659667	0.01786591						
TraesCS6B02G058300	comparisonSOvOA	1819	TraesCS6B02G058300	879.4511364	-0.382050543	-3.227385291	0.001249271	0.022196416						
TraesCS6B02G088900	comparisonCON	10420	TraesCS6B02G088900	75.33865	0.9548909	3.018022	0.002544301	0.0178398						
TraesCS6B02G088900	comparisonSAvOA	3508	TraesCS6B02G088900	74.59241002	-0.981065846	-3.218873973	0.00128695	0.012947287						
TraesCS6B02G088900	comparisonSAvSO													
TraesCS6B02G088900	comparisonSOvOA	1828	TraesCS6B02G088900	64.27053168	-0.810023061	-4.027401022	5.64E-05	0.001581845						
TraesCS6B02G128000	comparisonCON	10449	TraesCS6B02G128000	115.1718	1.50442	3.039901	0.002366562	0.01682228						
TraesCS6B02G128000	comparisonSAvOA	3516	TraesCS6B02G128000	135.27426	-0.822488591	-2.859928441	0.004237366	0.033127021						
TraesCS6B02G128000	comparisonSAvSO													
TraesCS6B02G128000	comparisonSOvOA	1839	TraesCS6B02G128000	52.558398	-0.963589551	-3.074569742	0.002108064	0.033800025						
TraesCS6B02G128200	comparisonCON	10450	TraesCS6B02G128200	184.9735	2.877544	3.145733	0.001656714	0.01258213						
TraesCS6B02G128200	comparisonSAvOA	3517	TraesCS6B02G128200	208.0075882	-2.508646438	-6.737188639	1.61E-11	2.07E-09						
TraesCS6B02G128200	comparisonSAvSO													
TraesCS6B02G128200	comparisonSOvOA	1840	TraesCS6B02G128200LC	22.90484475	-3.520799016	-6.227770925	4.73E-10	4.09E-08						
TraesCS6B02G129800	comparisonCON	10452	TraesCS6B02G129800	828.8921	0.9366685	3.32189	0.0008941	0.007489107						
TraesCS6B02G129800	comparisonSAvOA	3520	TraesCS6B02G129800	791.5928026	-1.13563292	-4.811578428	1.50E-06	4.49E-05						
TraesCS6B02G129800	comparisonSAvSO													
TraesCS6B02G129800	comparisonSOvOA	1844	TraesCS6B02G129800	650.0420059	-0.217844973	-3.846809265	0.000119666	0.003038235						
TraesCS6B02G152700	comparisonCON	10466	TraesCS6B02G152700	76.71812	1.200838	3.722811	0.000197017	0.002109763						
TraesCS6B02G152700	comparisonSAvOA	3536	TraesCS6B02G152700	57.72862618	-3.503471359	-8.353784515	6.61E-17	2.56E-14						
TraesCS6B02G152700	comparisonSAvSO													
TraesCS6B02G152700	comparisonSOvOA	1853	TraesCS6B02G152700	68.89060994	-3.45519369	-7.136593297	9.57E-13	1.26E-10						
TraesCS6B02G158300	comparisonCON	10467	TraesCS6B02G158300	340.3358	-1.676358	-3.887246	0.000101388	0.001191919						
TraesCS6B02G158300	comparisonSAvOA	3541	TraesCS6B02G158300	77.91955477	-5.589178521	-7.406327996	1.30E-13	2.65E-11						
TraesCS6B02G158300	comparisonSAvSO	/Users/rbadgami/Desktop/data2/read_count_data/DESeq2_isolate/LFC/table_LFCisanumber/LFC_F22_7dpi_SAvSO_SUS_SOupreg.txt:1284	TraesCS6B02G158300	129.5422682	-5.145617708	-11.76742188	5.75E-32	8.51E-29						
TraesCS6B02G158300	comparisonSOvOA	1859	TraesCS6B02G158300	431.2700743	-0.748415926	-8.267609787	1.37E-16	2.88E-14						
TraesCS6B02G164600	comparisonCON	10477	TraesCS6B02G164600	701.7897	1.12138	3.024765	0.002488265	0.01753612						
TraesCS6B02G164600	comparisonSAvOA	3546	TraesCS6B02G164600	734.2059617	-0.92240897	-3.030094687	0.002444771	0.021540436						
TraesCS6B02G164600	comparisonSAvSO													
TraesCS6B02G164600	comparisonSOvOA	1863	TraesCS6B02G164600	458.2185454	-0.209546205	3.099902438	0.001935844	0.031619695						
TraesCS6B02G353200	comparisonCON	10729	TraesCS6B02G353200	42.99722	2.290644	4.072502	4.65E-05	0.000606826						
TraesCS6B02G353200	comparisonSAvOA	3629	TraesCS6B02G353200	39.51697979	-3.135952373	-5.543720276	2.96E-08	1.55E-06						
TraesCS6B02G353200	comparisonSAvSO													
TraesCS6B02G353200	comparisonSOvOA	1940	TraesCS6B02G353200	24.36137963	-0.307378407	-2.985549064	0.002830697	0.042871713						
TraesCS6B02G367800	comparisonCON	10745	TraesCS6B02G367800	840.6718	-1.375595	-2.880041	0.003976237	0.02567183						
TraesCS6B02G367800	comparisonSAvOA	3635	TraesCS6B02G367800	327.7994925	-1.075134001	-4.605302481	4.12E-06	0.000107312						
TraesCS6B02G367800	comparisonSAvSO													
TraesCS6B02G367800	comparisonSOvOA	1944	TraesCS6B02G367800	279.4348367	-0.389142944	-3.016475604	0.002557318	0.039445151						
TraesCS6B02G432600	comparisonCON	10789	TraesCS6B02G432600	1382.985	0.9866997	3.41095	0.000647369	0.005713869						
TraesCS6B02G432600	comparisonSAvOA	3659	TraesCS6B02G432600	1358.361613	-1.065867472	-4.727015097	2.28E-06	6.45E-05						
TraesCS6B02G432600	comparisonSAvSO													
TraesCS6B02G432600	comparisonSOvOA	1953	TraesCS6B02G432600	625.1535346	-0.666437873	-3.15061337	0.00162928	0.027568263						
TraesCS6B02G772700LC	comparisonCON	10871	TraesCS6B02G772700LC	2357.252	1.196845	4.888945	1.01E-06	2.15E-05						
TraesCS6B02G772700LC	comparisonSAvOA	3683	TraesCS6B02G772700LC	2435.460377	-1.042257881	-4.631838544	3.62E-06	9.62E-05						
TraesCS6B02G772700LC	comparisonSAvSO													
TraesCS6B02G772700LC	comparisonSOvOA	1985	TraesCS6B02G772700LC	1155.106113	-0.315170668	-3.625194268	0.000288744	0.006451375						
TraesCS6D02G048300	comparisonCON	10922	TraesCS6D02G048300	2381.042	3.882768	7.678471	1.61E-14	1.64E-12						
TraesCS6D02G048300	comparisonSAvOA	3697	TraesCS6D02G048300	3112.046104	-1.326162087	-3.843918542	0.000121085	0.0018907						
TraesCS6D02G048300	comparisonSAvSO													
TraesCS6D02G048300	comparisonSOvOA	1995	TraesCS6D02G048300	1086.365002	-0.684971277	-15.21090588	2.99E-52	4.36E-49						
TraesCS6D02G090200	comparisonCON	10956	TraesCS6D02G090200	1158.717	0.8483137	3.218803	0.001287268	0.01019148						
TraesCS6D02G090200	comparisonSAvOA	3709	TraesCS6D02G090200	1142.011963	-0.906278245	-4.137045197	3.52E-05	0.000666673						
TraesCS6D02G090200	comparisonSAvSO													
TraesCS6D02G090200	comparisonSOvOA	2000	TraesCS6D02G090200	1060.689969	-0.073548062	-3.181447645	0.00146541	0.02519488						
TraesCS6D02G310500	comparisonCON	11280	TraesCS6D02G310500	342.1788	-3.195198	-5.814767	6.07E-09	2.23E-07						
TraesCS6D02G310500	comparisonSAvOA	3783	TraesCS6D02G310500	31.35396554	-2.562633243	-4.394037549	1.11E-05	0.000251263						
TraesCS6D02G310500	comparisonSAvSO													
TraesCS6D02G310500	comparisonSOvOA	2027	TraesCS6D02G310500	39.93601426	-1.911925176	-4.898862435	9.64E-07	4.39E-05						
TraesCS6D02G371400	comparisonCON	11346	TraesCS6D02G371400	44.42848	3.721611	6.296036	3.05E-10	1.48E-08						
TraesCS6D02G371400	comparisonSAvOA	3807	TraesCS6D02G371400	42.5477217	-4.712091666	-6.229752026	4.67E-10	4.05E-08						
TraesCS6D02G371400	comparisonSAvSO													
TraesCS6D02G371400	comparisonSOvOA	2039	TraesCS6D02G371400	11.49836355	-4.011487659	-4.868536789	1.12E-06	5.02E-05						
TraesCS6D02G375700	comparisonCON	11352	TraesCS6D02G375700	66.95813	2.02976	4.172376	3.01E-05	0.000415901						
TraesCS6D02G375700	comparisonSAvOA	3810	TraesCS6D02G375700	70.96890458	-1.663748232	-4.654856202	3.24E-06	8.74E-05						
TraesCS6D02G375700	comparisonSAvSO													
TraesCS6D02G375700	comparisonSOvOA	2043	TraesCS6D02G375700	61.16512493	-1.298570007	-4.227772678	2.36E-05	0.000751237						
TraesCS6D02G378000	comparisonCON	11356	TraesCS6D02G378000	18735.42	0.7655225	3.259862	0.001114663	0.009021399						
TraesCS6D02G378000	comparisonSAvOA	3813	TraesCS6D02G378000	14383.08373	-2.183187155	-12.38736087	3.06E-35	1.21E-31						
TraesCS6D02G378000	comparisonSAvSO													
TraesCS6D02G378000	comparisonSOvOA	2047	TraesCS6D02G378000	8376.469061	-1.877900585	-18.38562925	1.71E-75	7.21E-72						
TraesCS6D02G482400LC	comparisonCON	11401	TraesCS6D02G482400LC	16.40371	2.922192	4.187615	2.82E-05	0.000393045						
TraesCS6D02G482400LC	comparisonSAvOA	3839	TraesCS6D02G482400LC	14.99158379	-4.09750304	-5.166605058	2.38E-07	9.29E-06						
TraesCS6D02G482400LC	comparisonSAvSO													
TraesCS6D02G482400LC	comparisonSOvOA	2059	TraesCS6D02G482400LC	4.506957081	-3.334436754	-3.510549842	0.000447181	0.009386486						
TraesCS6D02G493900LC	comparisonCON	11403	TraesCS6D02G493900LC	1980.221	0.7389193	2.722628	0.0064765	0.03780307						
TraesCS6D02G493900LC	comparisonSAvOA	3841	TraesCS6D02G493900LC	1609.441543	-1.729810268	-8.224345157	1.96E-16	6.92E-14						
TraesCS6D02G493900LC	comparisonSAvSO													
TraesCS6D02G493900LC	comparisonSOvOA	2062	TraesCS6D02G493900LC	803.6858482	-1.240762747	-7.962582501	1.68E-15	3.10E-13						
TraesCS7A02G039500	comparisonCON	11437	TraesCS7A02G039500	9.51578	4.066303	4.261887	2.03E-05	0.000295381						
TraesCS7A02G039500	comparisonSAvOA	3867	TraesCS7A02G039500	9.890000504	-2.914525953	-3.834649673	0.000125743	0.001950109						
TraesCS7A02G039500	comparisonSAvSO													
TraesCS7A02G039500	comparisonSOvOA	2096	TraesCS7A02G039500	6.522163739	-3.08822577	-4.206519688	2.59E-05	0.000814847						
TraesCS7A02G040400	comparisonCON	11439	TraesCS7A02G040400	273.0051	3.528965	4.412061	1.02E-05	0.000162645						
TraesCS7A02G040400	comparisonSAvOA	3869	TraesCS7A02G040400	266.4029604	-4.145632697	-6.219147361	5.00E-10	4.30E-08						
TraesCS7A02G040400	comparisonSAvSO													
TraesCS7A02G040400	comparisonSOvOA	2098	TraesCS7A02G040400	89.16230609	-1.905103005	-4.128185303	3.66E-05	0.001096579						
TraesCS7A02G090200	comparisonCON	11480	TraesCS7A02G090200	176.2075	1.582983	3.99889	6.36E-05	0.000793849						
TraesCS7A02G090200	comparisonSAvOA	3881	TraesCS7A02G090200	182.3594621	-1.412616841	-5.032891196	4.83E-07	1.71E-05						
TraesCS7A02G090200	comparisonSAvSO													
TraesCS7A02G090200	comparisonSOvOA	2126	TraesCS7A02G090200	51.52704873	-2.632882803	-5.14856804	2.62E-07	1.34E-05						
TraesCS7A02G118900	comparisonCON	11500	TraesCS7A02G118900	393.3583	2.187365	4.785098	1.71E-06	3.43E-05						
TraesCS7A02G118900	comparisonSAvOA	3890	TraesCS7A02G118900	404.0275371	-2.042798961	-7.636998964	2.22E-14	5.22E-12						
TraesCS7A02G118900	comparisonSAvSO													
TraesCS7A02G118900	comparisonSOvOA	2141	TraesCS7A02G118900	185.5301403	-1.977453463	-4.608982348	4.05E-06	0.000159541						
TraesCS7A02G141000	comparisonCON	11516	TraesCS7A02G141000	18.36616	1.919228	2.962143	0.003055059	0.02072748						
TraesCS7A02G141000	comparisonSAvOA	3894	TraesCS7A02G141000	17.47704509	-2.342155361	-4.239068084	2.24E-05	0.0004563						
TraesCS7A02G141000	comparisonSAvSO													
TraesCS7A02G141000	comparisonSOvOA	2149	TraesCS7A02G141000	7.27071508	-3.637911339	-3.716006127	0.000202397	0.004763676						
TraesCS7A02G246700	comparisonCON	11654	TraesCS7A02G246700	204.2712	0.8735742	3.609767	0.000306472	0.003077037						
TraesCS7A02G246700	comparisonSAvOA	3930	TraesCS7A02G246700	196.4565785	-1.023645458	-4.375275279	1.21E-05	0.000270477						
TraesCS7A02G246700	comparisonSAvSO													
TraesCS7A02G246700	comparisonSOvOA	2176	TraesCS7A02G246700	151.4847449	-0.366333253	-4.064995617	4.80E-05	0.001379949						
TraesCS7A02G345500	comparisonCON	11806	TraesCS7A02G345500	143.6302	1.323146	2.840277	0.004507436	0.02836595						
TraesCS7A02G345500	comparisonSAvOA	3980	TraesCS7A02G345500	125.8007744	-2.106120469	-5.012924968	5.36E-07	1.87E-05						
TraesCS7A02G345500	comparisonSAvSO													
TraesCS7A02G345500	comparisonSOvOA	2189	TraesCS7A02G345500	197.7853639	-0.554108635	-5.670998702	1.42E-08	9.54E-07						
TraesCS7A02G347800	comparisonCON	11811	TraesCS7A02G347800	99.90852	1.538143	4.185061	2.85E-05	0.000396579						
TraesCS7A02G347800	comparisonSAvOA	3983	TraesCS7A02G347800	108.5756015	-1.130915933	-4.461258063	8.15E-06	0.000193689						
TraesCS7A02G347800	comparisonSAvSO													
TraesCS7A02G347800	comparisonSOvOA	2190	TraesCS7A02G347800	92.45977654	-0.365080259	-3.819233459	0.000133867	0.003346102						
TraesCS7A02G427100	comparisonCON	11908	TraesCS7A02G427100	4430.218	-5.186231	-20.78427	6.01E-96	2.18E-91						
TraesCS7A02G427100	comparisonSAvOA	4015	TraesCS7A02G427100	129.7941283	-2.510221908	-7.367065144	1.74E-13	3.39E-11						
TraesCS7A02G427100	comparisonSAvSO													
TraesCS7A02G427100	comparisonSOvOA	2207	TraesCS7A02G427100	249.5894046	-0.357078853	-10.63643992	2.02E-26	9.49E-24						
TraesCS7A02G442500	comparisonCON	11928	TraesCS7A02G442500	209.3959	1.593982	4.495	6.96E-06	0.000116128						
TraesCS7A02G442500	comparisonSAvOA	4020	TraesCS7A02G442500	174.1239344	-3.247555762	-10.11535534	4.72E-24	5.16E-21						
TraesCS7A02G442500	comparisonSAvSO													
TraesCS7A02G442500	comparisonSOvOA	2211	TraesCS7A02G442500	51.46466471	-3.706670361	-7.510742723	5.88E-14	8.97E-12						
TraesCS7A02G523800	comparisonCON	11989	TraesCS7A02G523800	54.00565	1.807215	3.697877	0.00021741	0.00229502						
TraesCS7A02G523800	comparisonSAvOA	4059	TraesCS7A02G523800	55.79242177	-1.597435911	-3.700520553	0.000215158	0.003038772						
TraesCS7A02G523800	comparisonSAvSO													
TraesCS7A02G523800	comparisonSOvOA	2228	TraesCS7A02G523800	49.35544822	-0.179623248	-4.754132254	1.99E-06	8.41E-05						
TraesCS7A02G536900	comparisonCON	12003	TraesCS7A02G536900	314.357	1.714657	3.543092	0.000395465	0.003799001						
TraesCS7A02G536900	comparisonSAvOA	4062	TraesCS7A02G536900	302.577956	-2.062371249	-9.132274785	6.71E-20	4.44E-17						
TraesCS7A02G536900	comparisonSAvSO													
TraesCS7A02G536900	comparisonSOvOA	2229	TraesCS7A02G536900	89.57775909	-0.702589232	-3.92185238	8.79E-05	0.00231972						
TraesCS7B02G013200	comparisonCON	12047	TraesCS7B02G013200	1018.343	-1.542234	-3.408591	0.000652994	0.005750949						
TraesCS7B02G013200	comparisonSAvOA	4083	TraesCS7B02G013200	382.9187538	-0.854878146	-2.827215164	0.004695477	0.035877297						
TraesCS7B02G013200	comparisonSAvSO													
TraesCS7B02G013200	comparisonSOvOA	2254	TraesCS7B02G013200	399.3095847	-0.686928019	-7.420630017	1.17E-13	1.72E-11						
TraesCS7B02G044200	comparisonCON	12073	TraesCS7B02G044200	155.325	1.816248	4.220663	2.44E-05	0.000347009						
TraesCS7B02G044200	comparisonSAvOA	4092	TraesCS7B02G044200	175.8925625	-1.17024448	-3.990221205	6.60E-05	0.001138751						
TraesCS7B02G044200	comparisonSAvSO													
TraesCS7B02G044200	comparisonSOvOA	2255	TraesCS7B02G044200	78.06659855	-0.544605232	-3.119480448	0.001811703	0.030068721						
TraesCS7B02G333700	comparisonCON	12398	TraesCS7B02G333700	74.26173	1.068906	3.662785	0.000249488	0.002578246						
TraesCS7B02G333700	comparisonSAvOA	4202	TraesCS7B02G333700	76.14094528	-0.953923848	-3.446351987	0.00056821	0.006732357						
TraesCS7B02G333700	comparisonSAvSO													
TraesCS7B02G333700	comparisonSOvOA	2282	TraesCS7B02G333700	86.15602863	-0.045924107	-3.645948801	0.000266407	0.006035931						
TraesCS7B02G446900	comparisonCON	12504	TraesCS7B02G446900	1917.475	1.200815	3.947054	7.91E-05	0.000961523						
TraesCS7B02G446900	comparisonSAvOA	4245	TraesCS7B02G446900	2111.661094	-0.781626433	-2.757640004	0.005822028	0.04227642						
TraesCS7B02G446900	comparisonSAvSO													
TraesCS7B02G446900	comparisonSOvOA	2295	TraesCS7B02G446900	2315.66824	-0.362515022	-4.521594196	6.14E-06	0.000228237						
TraesCS7B02G453600LC	comparisonCON	12509	TraesCS7B02G453600LC	39.84954	2.137406	4.285407	1.82E-05	0.000269078						
TraesCS7B02G453600LC	comparisonSAvOA	4247	TraesCS7B02G453600LC	48.47938452	-1.060820955	-2.753268903	0.005900341	0.042711191						
TraesCS7B02G453600LC	comparisonSAvSO													
TraesCS7B02G453600LC	comparisonSOvOA	2296	TraesCS7B02G453600LC	48.97535508	-0.132306023	-3.053878598	0.002259035	0.035652951						
TraesCS7B02G825900LC	comparisonCON	12584	TraesCS7B02G825900LC	32.14151	-1.247119	-2.648353	0.00808851	0.0449457						
TraesCS7B02G825900LC	comparisonSAvOA	4260	TraesCS7B02G825900LC	9.435113778	-3.428426489	-4.103707006	4.07E-05	0.000752886						
TraesCS7B02G825900LC	comparisonSAvSO													
TraesCS7B02G825900LC	comparisonSOvOA	2317	TraesCS7B02G825900LC	9.879492841	-2.970675874	-4.897351335	9.71E-07	4.42E-05						
TraesCS7D02G006100	comparisonCON	12590	TraesCS7D02G006100	32.19652	1.756766	3.412088	0.000644672	0.005695596						
TraesCS7D02G006100	comparisonSAvOA	4265	TraesCS7D02G006100	31.13343956	-1.741104408	-2.880423768	0.00397141	0.031448878						
TraesCS7D02G006100	comparisonSAvSO													
TraesCS7D02G006100	comparisonSOvOA	2323	TraesCS7D02G006100	17.34707884	-3.780145864	-4.909712206	9.12E-07	4.17E-05						
TraesCS7D02G028500LC	comparisonCON	12611	TraesCS7D02G028500LC	37.8939	5.186461	6.613261	3.76E-11	2.17E-09						
TraesCS7D02G028500LC	comparisonSAvOA	4279	TraesCS7D02G028500LC	37.5015888	-5.3248197	-6.54158712	6.09E-11	6.64E-09						
TraesCS7D02G028500LC	comparisonSAvSO													
TraesCS7D02G028500LC	comparisonSOvOA	2333	TraesCS7D02G028500LC	20.39292203	-4.583622395	-5.576210154	2.46E-08	1.58E-06						
TraesCS7D02G030800	comparisonCON	12614	TraesCS7D02G030800	257.508	-3.446237	-7.776717	7.44E-15	7.93E-13						
TraesCS7D02G030800	comparisonSAvOA	4281	TraesCS7D02G030800	23.28919628	-1.850895513	-3.28064225	0.00103571	0.01087759						
TraesCS7D02G030800	comparisonSAvSO													
TraesCS7D02G030800	comparisonSOvOA	2336	TraesCS7D02G030800	188.6111074	-1.264359609	-8.655471584	4.91E-18	1.20E-15						
TraesCS7D02G051800LC	comparisonCON	12634	TraesCS7D02G051800LC	16.3755	-1.598251	-2.672132	0.007537094	0.04259518						
TraesCS7D02G051800LC	comparisonSAvOA	4292	TraesCS7D02G051800LC	3.649787123	-2.341900351	-3.077646707	0.002086421	0.019023266						
TraesCS7D02G051800LC	comparisonSAvSO													
TraesCS7D02G051800LC	comparisonSOvOA	2345	TraesCS7D02G051800LC	5.539916257	-1.6334524	-3.910080662	9.23E-05	0.002419554						
TraesCS7D02G073400	comparisonCON	12658	TraesCS7D02G073400LC	3.391574	3.3524	3.428245	0.000607498	0.005417189						
TraesCS7D02G073400	comparisonSAvOA	4298	TraesCS7D02G073400	25.31453954	-3.380273927	-5.562469068	2.66E-08	1.41E-06						
TraesCS7D02G073400	comparisonSAvSO													
TraesCS7D02G073400	comparisonSOvOA	2350	TraesCS7D02G073400	44.43111324	-0.694415479	-6.950380556	3.64E-12	4.39E-10						
TraesCS7D02G114200	comparisonCON	12697	TraesCS7D02G114200	368.1521	1.731413	4.581324	4.62E-06	8.14E-05						
TraesCS7D02G114200	comparisonSAvOA	4310	TraesCS7D02G114200	394.2212579	-1.374313603	-5.776626667	7.62E-09	4.67E-07						
TraesCS7D02G114200	comparisonSAvSO													
TraesCS7D02G114200	comparisonSOvOA	2356	TraesCS7D02G114200	189.7482272	-0.91194484	-3.093468049	0.001978319	0.032173997						
TraesCS7D02G246300	comparisonCON	12858	TraesCS7D02G246300	91.47662	1.300041	4.586812	4.50E-06	7.97E-05						
TraesCS7D02G246300	comparisonSAvOA	4350	TraesCS7D02G246300	97.13987013	-1.020218276	-3.986757391	6.70E-05	0.001152248						
TraesCS7D02G246300	comparisonSAvSO													
TraesCS7D02G246300	comparisonSOvOA	2375	TraesCS7D02G246300	88.46471036	-0.614540274	-3.286908419	0.001012938	0.018678226						
TraesCS7D02G433700LC	comparisonCON	13117	TraesCS7D02G433700LC	83.06955	1.85627	4.37709	1.20E-05	0.000186944						
TraesCS7D02G433700LC	comparisonSAvOA	4426	TraesCS7D02G433700LC	94.95128923	-1.103623498	-2.934327543	0.003342713	0.027534765						
TraesCS7D02G433700LC	comparisonSAvSO	/Users/rbadgami/Desktop/data2/read_count_data/DESeq2_isolate/LFC/table_LFCisanumber/LFC_F22_7dpi_SAvSO_SUS_SOupreg.txt:1585	TraesCS7D02G433700LC	124.8209942	-1.106042342	-7.187759147	6.59E-13	1.32E-10						
TraesCS7D02G433700LC	comparisonSOvOA	2398	TraesCS7D02G433700LC	267.32658	-0.027061868	-3.794910545	0.000147697	0.00363543						
